Ticker,Status
VGAS.L,no_data
5PL.SI,no_data
0519.HK,good
WHT.F,no_data
PCE1.DE,good
JAIHINDPRO.NS,no_data
IDVL4.SA,no_data
AVU.V,insufficient_history
YUME,no_data
CPFE3.SA,good
SMTC,good
CNQ.AX,insufficient_history
BILPOWER.NS,no_data
SHL.V,good
GAM,good
NSH,no_data
ADL.BE,no_data
8198.HK,good
JW-A,no_data
CETH,insufficient_history
CRB.V,good
UAN,insufficient_history
MCRO.L,no_data
DLT.PA,no_data
PPC.AT,good
IXI.V,insufficient_history
ZUC.MI,good
BCLN.MU,good
OMM.V,insufficient_history
EN.PA,good
ORM,no_data
BXB.AX,good
SFM,insufficient_history
GFK.BE,no_data
2340.HK,good
GSCLCEMENT.NS,no_data
HOT.HA,good
HWBK,good
MTRX,good
BJRI,good
WUG.F,good
TOTB.DU,good
ANX.TO,no_data
DWNI.DU,good
CCIH,insufficient_history
MBQ.SG,good
ISAT.L,no_data
LLIS3.SA,no_data
N2F.MU,no_data
NCM.AX,no_data
SIFY,good
HOOT4.SA,good
AAZ.L,good
BNE.TO,good
ESME.BA,no_data
VEC.AX,no_data
CTN.V,good
SIEB.SG,good
SRH.AX,good
WITN.MX,insufficient_history
VOW4.BE,no_data
CFR,good
SHF.SG,good
ROST,good
MCEP,no_data
SIX3.MU,good
1338.HK,good
AEI.SG,no_data
SAP.BR,good
MCE.SG,no_data
PRIM,good
APA,good
RMP.TO,no_data
DSM.AS,no_data
0919.HK,good
FARM.MI,insufficient_history
63DA.DE,insufficient_history
UBFO,good
SIE.DE,good
MLSIC.PA,good
I8R.BE,good
YPPN,insufficient_history
RFP.TO,no_data
CTO.V,no_data
KNL,no_data
ALU.AX,no_data
DG.PA,good
HLG.SG,good
MAN.DU,no_data
SBCF,good
PRADIP.NS,no_data
CCOI,good
FCA.MI,no_data
GME.F,good
KJ5.SI,good
NAVNETEDUL.NS,good
MTLS,insufficient_history
0775.HK,good
ROI.V,good
NICL.L,good
KABN.BE,no_data
LAMR,good
CVCO,good
GIS.HA,insufficient_history
G,good
USIM6.SA,good
HCLP,no_data
BLD.MX,insufficient_history
FOH.MU,no_data
CVRR,insufficient_history
LEK.L,no_data
OKL.SG,good
SPM.MU,good
CAC,good
DSX.AX,good
CLZ.V,no_data
GTQ1.MU,no_data
CNC.L,good
TNXP,insufficient_history
DU4.SI,good
SHARDACROP.NS,insufficient_history
SPI.V,good
VRSN,good
UNP.HA,good
BPE.MI,good
HYU.DU,no_data
3355.HK,insufficient_history
MBB.DU,good
5GF.SI,no_data
2088.HK,good
ABR.DE,good
8103.HK,good
RHK.BE,good
1169.HK,no_data
DPT.PA,good
DAL.V,no_data
BMW3.DU,good
ESY.BE,no_data
SKI.AX,no_data
GCAP,no_data
CZI.AX,no_data
SXI.TO,good
RHT.AX,good
TEV.DU,good
NMAN.ST,good
NCCL.L,no_data
HYARD.OL,no_data
GEO.NZ,no_data
RN.TO,insufficient_history
DR0.DU,insufficient_history
ENV,no_data
CAP.DE,no_data
QAN.AX,good
CTAC.AS,good
TNE2.MU,good
DTD2.DE,good
DAM.F,good
TRS,good
TGLS,insufficient_history
KU2.HA,no_data
SMSD.L,good
MOD,good
NTPC.NS,good
3993.HK,good
MCH.MU,no_data
1224.HK,good
MSMN.L,insufficient_history
HINDUJAFO.NS,no_data
PGR,good
ALTEV.PA,no_data
EMP-A.TO,good
HAW.SG,good
TOP.CO,no_data
MUV2.DE,good
VSTTILLERS.NS,insufficient_history
CRP.TO,good
RHP,good
HOC.L,good
EGN,good
BXS,no_data
PSAN.SG,good
RIO1.DU,good
0862.HK,good
QIA.SG,good
ASIANTILES.NS,good
YSN.BE,good
CTRN,good
0878.HK,good
VADILALIND.NS,insufficient_history
STD.BA,good
DEEPIND.NS,no_data
KLR.AX,good
ATV.V,no_data
QUMU,no_data
MUX.SG,insufficient_history
DTGI,good
5RC.SI,insufficient_history
1108.HK,good
TW.L,good
IDP.DE,good
SGC,good
OSR.BE,no_data
WOPA.DE,insufficient_history
NMC.L,no_data
SIPH.PA,no_data
SENZ,no_data
MPT.V,no_data
ICON,insufficient_history
OMMETALS.NS,no_data
KSERASERA.NS,good
EXPO,good
BLR.V,no_data
NOA3.DU,good
8250.HK,good
RGC,insufficient_history
UIS,good
CGM.PA,good
IES.HA,good
LIT.AX,good
FDOC,no_data
RND.AX,good
FSTA.L,good
CWC.SG,insufficient_history
ARD.AX,good
A17U.SI,good
BCI.TO,no_data
NAP,insufficient_history
WBSI,no_data
HBC2.DU,good
TRGM,insufficient_history
NEOS,no_data
EKT.L,no_data
3026.TW,good
YGEN.MX,insufficient_history
T8JU.SI,no_data
LPS.V,good
ADS.SG,good
LTEC.DU,good
SOIGF,no_data
AAV.TO,good
FOD.AX,no_data
TNE5.HA,good
UBK.MU,good
SNV,good
INSM,good
G41.SI,no_data
LHA.F,good
GAWK,insufficient_history
EOLU-B.ST,good
TRS.AX,good
ACA.PA,good
CHE-UN.TO,good
GTX.TO,good
CCEL,good
ALD.F,good
TLX.SG,insufficient_history
WSON33.SA,no_data
HBMD,no_data
G1A.DE,good
CSX1.F,no_data
SAN,good
JYOTHYLAB.NS,good
TUPY3.SA,good
ITDCEM.NS,good
RNL.DE,good
BAD.TO,no_data
MLEST.PA,good
CYCA,insufficient_history
E28.SI,good
TST,no_data
AMSC,good
SMMF,no_data
PGOL,good
JKPAPER.NS,good
MRC.AX,good
AFX.DU,good
WBC,no_data
0925.HK,good
MCH.SG,no_data
ELE.MC,good
0635.HK,good
RGI.V,good
CTMA.BE,no_data
BIOL,no_data
SC2.SG,no_data
SALT,no_data
MCBC,no_data
KABN.MU,good
KMG,good
LUVE.MI,insufficient_history
CONN.BR,no_data
HITECHGEAR.NS,good
JHSF3.SA,good
ACAR,no_data
DPWN.MX,insufficient_history
NBHC,insufficient_history
SEV,no_data
HPCQ,no_data
FETM,good
SSTY.L,insufficient_history
SARDAEN.NS,good
INL.F,good
CEL.AX,good
HAYN,no_data
CUR.F,no_data
S91.SI,no_data
BKI.TO,insufficient_history
GPP,no_data
SYNC,no_data
BSE.AX,no_data
O2C.SG,no_data
ASGN,good
EEEL4.SA,no_data
WAGE,no_data
APCL.OL,no_data
PV3.SG,no_data
TPC.AX,good
KAKU.L,good
DRSV,no_data
BIJ.MU,good
HST,good
9905.TW,good
TIET4.SA,no_data
CMC.DU,good
SCIL,no_data
G1A.DU,good
544.SI,good
MAIL.MI,no_data
MVV1.MU,good
WFG.V,no_data
DRM.TO,insufficient_history
0244.HK,good
PNGAYN.MX,insufficient_history
HCLTECH.NS,good
MU4.F,no_data
AXDX,good
H13.SI,good
GIMO,no_data
LOAN,good
IRS,good
AIMT,no_data
NEDSE.AS,insufficient_history
CMTL,good
WEGE3.SA,good
ZTF.L,good
SIX,no_data
IGAS.L,no_data
AKVA.OL,good
ER0.SI,good
AP2.DU,good
NHF.AX,good
ATEB.BR,good
5IB.SI,no_data
GLK.V,no_data
GFN,no_data
CUO.V,no_data
HF.PA,no_data
BVS.L,no_data
LTOD.L,good
6116.TW,good
PTN,good
ATH.TO,insufficient_history
CNK,good
ENW.V,good
CVSG.L,good
ARQL,no_data
ETF.V,good
AZY.AX,insufficient_history
APPS,good
0375.HK,good
QUINTEGRA.NS,good
HIL.AX,no_data
NGHT,good
RELY,insufficient_history
0729.HK,no_data
AMTL.NS,no_data
SOW.SG,good
TDO.AX,good
INN,insufficient_history
PAF.L,good
BLON.SG,no_data
5AI.SI,good
SAP.BE,good
QFOR,no_data
SZZ.BE,no_data
MTLK,good
0204.HK,good
ZUM.V,good
INCO.AS,no_data
HCN,no_data
F31.SI,no_data
QTX.L,insufficient_history
EROX,no_data
ELON,no_data
1919.HK,good
0754.HK,good
ENT.TO,no_data
DFRG,no_data
WSFS,good
GLW.MU,good
BRD.L,no_data
RKDA,insufficient_history
CHBH,good
FALG.PA,no_data
AXS.L,good
DUE.SG,good
TLI.F,no_data
KORI.PA,no_data
CNA,good
SBGL,no_data
LLY.BE,good
ACX.DE,good
BLBK,no_data
FIE.DE,good
NOVA.F,good
WGX-H.V,insufficient_history
PCGE.L,no_data
MOR.DU,no_data
MOR.MU,no_data
IGG.L,good
ANG.AX,good
2438.TW,good
GAN.SG,good
ADI1.F,no_data
ESSE,no_data
KGJI,good
GVY.V,no_data
40U.SI,no_data
M4N.SG,good
NKT.CO,good
GKWLIMITED.NS,good
AKDS,no_data
DLG.DE,no_data
HTH,good
RUS.L,no_data
RDN,good
QSC.F,no_data
STT,good
ARES,insufficient_history
MPG.NZ,insufficient_history
FPMB.SG,good
MHTX,good
DOOR,no_data
BNZL.L,good
AIXA.F,good
RWEA.F,good
GFNORTEO.MX,good
1128.HK,good
ANAV,no_data
RWD.AX,good
BIQ.AX,no_data
LAME4.SA,no_data
HSIL.NS,no_data
0110.HK,good
DSV.CO,good
TX.MX,good
ALVMG.PA,no_data
RVNC,insufficient_history
MERCATOR.NS,good
CAPS,good
NDX1.HA,good
UMAM,insufficient_history
NCLIND.NS,good
LS9.SI,insufficient_history
0993.HK,good
GRASIM.NS,good
WDP.HA,good
MANAKSIA.NS,good
INFY.NS,good
VTT.V,insufficient_history
BASF.MI,no_data
NAYP.AT,good
EYE.L,insufficient_history
ISSG.OL,no_data
RPL.BE,good
ELET5.SA,good
VOW.DU,good
MJN.V,no_data
MFON,insufficient_history
PLT,no_data
SDE.V,no_data
VVU.BE,good
FR.TO,no_data
GYTI,insufficient_history
S63.SI,good
ICE.BR,good
ORG.AX,good
AUTCF,no_data
EXPD,good
GIN.DE,insufficient_history
IFT.AX,insufficient_history
WCB.V,no_data
ADN.TO,good
QQ.V,no_data
PTRC,good
CVX.BA,good
IBT.V,no_data
MLHOP.PA,good
PTEO,no_data
HGT,no_data
BBN.AX,insufficient_history
PCSV,good
ST5.DU,good
HNI,good
BMS,good
FMC1.F,good
VNOM,insufficient_history
HIT.AX,good
FLDM,no_data
RSG,good
SFST,good
ASTRAMICRO.NS,good
WK,insufficient_history
ACC.NS,good
SUL1.MU,good
DLG.DU,no_data
ENEV3.SA,good
NSFC,good
CBSM.PA,good
RTIX,no_data
SRP.L,good
LIQT,insufficient_history
NRI.TO,no_data
SANWARIA.NS,good
WOPA.DU,no_data
ALG.BE,good
HCI,good
NICE.MI,no_data
TKL.AX,good
AUNB,good
BERR.PA,no_data
MLI,good
GLL.AX,good
DRW3.HA,good
SRMC,no_data
SBSN.MX,insufficient_history
MDG1.SG,good
UTDI.SG,good
CRAP.PA,good
BCS,good
WL6.SG,no_data
IBM.MX,good
OUDHSUG.NS,no_data
BNS.MI,good
RVSB,good
VT9.HA,no_data
NXU.DE,good
AMPH.L,no_data
PRG.BE,good
T5O.F,no_data
0801.HK,no_data
SZU.MU,good
DWHT.L,good
M04.SI,good
INFE.PA,good
STRA,good
PHIA.MI,no_data
5DO.SI,good
FLY.V,good
BPSO.MI,good
SLW.DE,good
MUS.AX,no_data
ASKH,insufficient_history
BSET,good
CPN,good
MTB.V,good
SSE.L,good
NBR.V,good
IES.DE,good
CNX.AX,no_data
ALA2M.PA,insufficient_history
MEEC,no_data
BBBY,no_data
2022.TW,good
I5H.SI,no_data
RMP,insufficient_history
FXPO.L,good
XCA.BE,good
RAA.F,good
GYRO,good
OCI1.MU,good
1201.HK,good
3058.TW,good
ACX.MC,good
POWI,good
MTD,good
SWVK.MU,no_data
UBK.HA,insufficient_history
O2D.DE,no_data
E.TO,good
ASB.AX,good
TTR1.BE,good
WEF.TO,good
ANE.V,no_data
BTTL3.SA,no_data
C38U.SI,good
5471.TW,good
ONE.V,good
MA.MX,insufficient_history
CLH,good
LODE,insufficient_history
SGE.L,good
0789.HK,good
CUII,insufficient_history
RNK.L,good
NKIND.NS,insufficient_history
BMT.HA,insufficient_history
VET.TO,good
IPL.ST,good
RBX.AX,insufficient_history
SFD1.DE,no_data
PIC.BR,no_data
MEP.AX,no_data
ATHX,no_data
INOXLEISUR.NS,good
CLRB,good
SEDU3.SA,no_data
2498.TW,good
8296.HK,good
1118.HK,good
DRW8.BE,insufficient_history
CNI.AX,good
OCI1.SG,good
EGYH,good
KPN.SG,good
SNSS,no_data
SGMD,insufficient_history
BARZ,no_data
DRW8.SG,insufficient_history
UNP.MU,good
QIS.V,good
AXE.V,good
PCBK,insufficient_history
PVH,good
IAG,good
YBIN,no_data
O4B.BE,good
NCTY,good
0716.HK,good
ACOFN.MX,insufficient_history
XYL,insufficient_history
ABL.DU,good
0161.HK,no_data
ISR.DU,no_data
PUN.AX,no_data
ALC.AX,insufficient_history
1213.HK,good
B1C.MU,good
OSP2.BE,no_data
T39.SI,no_data
ORL.TO,no_data
0054.HK,no_data
HOLCO.AS,good
0938.HK,good
HFG.L,good
6115.TW,good
HZNB,no_data
SRX.AX,no_data
2451.TW,good
PRY.AX,no_data
TDC.CO,good
PFB.TO,no_data
SBUB34.SA,insufficient_history
NNI,good
CNHI.MI,no_data
M,good
COV.MI,no_data
RGA,good
DVN.MX,insufficient_history
0567.HK,good
BANCOINDIA.NS,good
DNA.TO,insufficient_history
CO,no_data
CC.MX,insufficient_history
CJC.V,no_data
IVFH,good
PE&OLES.MX,good
SWJ.BE,no_data
BALMLAWRIE.NS,good
GWR.AX,good
3344.HK,no_data
MPAY,insufficient_history
OCI1.BE,good
VGTL,good
VX1.DU,good
CLRN.DE,good
MX,insufficient_history
TQIR.F,good
IVX.F,no_data
ORANN.MX,insufficient_history
JLT.L,no_data
BSL.NS,good
CEMP,no_data
HBCN.MX,good
FTE.HA,good
KRED,insufficient_history
0065.HK,good
DFDS.CO,good
CHK,no_data
PLM,no_data
ABCO,insufficient_history
S4A.BE,no_data
HPQ.MX,good
VDTH,insufficient_history
BST.MI,insufficient_history
OSP2.F,no_data
ABBOTINDIA.NS,good
0303.HK,good
1788.HK,insufficient_history
TNR.V,good
HGSH,no_data
0122.HK,good
0706.HK,no_data
ABBV.MX,insufficient_history
EKI.PA,insufficient_history
BNT1.SG,no_data
CMC.BE,good
PNE3.HA,good
INVA,good
0102.HK,good
IOT.V,good
ITM.V,no_data
3RB.F,good
CIE.MC,good
1436.TW,good
GPM.V,good
0298.HK,good
NORTHM.CO,good
G1A.HA,good
RSWM.NS,good
A31.SI,good
TOTA.F,good
CHH.TO,no_data
K1R.DE,no_data
CSX1.SG,no_data
CFBN,no_data
AOMD.HA,insufficient_history
AEG.L,good
VIVR3.SA,good
REH.AX,good
MPH.V,insufficient_history
AMH,insufficient_history
0222.HK,good
TACO,no_data
KPC.AX,no_data
CPLE6.SA,good
KPRMILL.NS,good
WFC,good
ZAL.OL,insufficient_history
VARDHACRLC.NS,good
SURANACORP.NS,no_data
PLO-H.V,good
S46.SI,no_data
ALDV.PA,good
WG,no_data
0627.HK,good
EUROTEXIND.NS,good
SREINFRA.NS,no_data
2849.TW,good
E7S.BE,insufficient_history
LUMAXIND.NS,good
S4A.HA,no_data
SNW.HA,good
STHR.L,no_data
PRIC-B.ST,good
RTN,no_data
RKR.V,insufficient_history
ERCG.F,good
1041.HK,no_data
INDORAMA.NS,good
CCE,insufficient_history
G6P.F,no_data
AEC1.F,good
CON.BE,good
NPC.TO,good
TATE.L,good
AAD.MU,good
DEQ.SG,good
SNG.V,insufficient_history
TOMA.BE,good
0044.HK,insufficient_history
FTAI,insufficient_history
ANR.AX,insufficient_history
PTEN,good
ADD.AX,good
LPK.SG,good
NVEC,good
RUR.L,no_data
FLEXITUFF.NS,insufficient_history
APHD,good
CFY.V,good
2901.TW,good
PRQR,insufficient_history
CXU.AX,good
TGN.AX,insufficient_history
KPN.F,good
ENBL,no_data
WGO,good
QUR.AX,no_data
QSR.TO,insufficient_history
DIA.MI,good
MMMC34.SA,insufficient_history
AB1.DE,no_data
AVJ.AX,good
NEULANDLAB.NS,good
CSE.AX,good
AU,good
1798.HK,insufficient_history
CSII,no_data
QCI.BE,good
SIS.MU,good
POLYPLEX.NS,good
BEEF3.SA,good
SNT.L,good
U6Z.DU,good
1232.TW,good
MWB.DE,no_data
IPCC,good
0570.HK,good
BEAB.BR,good
2611.TW,good
1683.HK,insufficient_history
BCM.MI,no_data
BBX,no_data
KARE.AT,good
EV,insufficient_history
MTC.V,no_data
0232.HK,good
PWO.SG,good
DATA,no_data
BFLS,no_data
TNX.TO,no_data
CCXC3.SA,no_data
NWLI,no_data
ESY.DU,no_data
RN.MI,good
8016.HK,no_data
S92.F,good
ASHIMASYN.NS,good
PAGEIND.NS,good
TCC.V,no_data
NXU.DU,good
CHD,good
APWC,good
EXAC,good
METEX.PA,good
AST,no_data
TYK.AX,no_data
NAB.AX,good
MLN.NZ,good
0808.HK,good
ROSN.L,no_data
DBV.PA,insufficient_history
LWAY,good
WGL,good
MLPHW.PA,good
XCA.HA,good
AARTIDRUGS.NS,good
YOLO.L,no_data
WEG1.MU,no_data
PV3.BE,no_data
NEPCMICON.NS,good
NCL.AX,no_data
2887.TW,good
QQ.L,good
ANCR.L,good
IGLD,insufficient_history
BPF.AX,insufficient_history
0689.HK,good
DSW,no_data
ALBFR.PA,good
ENB,good
YRI.TO,no_data
INF.PA,good
SRT3.F,good
DEQ.HA,good
0638.HK,no_data
KSB.MU,good
PFS,good
CTRG.PA,no_data
FIT,no_data
GPN,good
BSEV3.SA,no_data
SWVK.BE,no_data
BAYN.F,good
DION.AT,no_data
C.BA,good
CVGI,good
NSRS,insufficient_history
BABAN.MX,insufficient_history
HMHC,no_data
TLCC,insufficient_history
SDA.AX,no_data
BKT.MC,good
PINF.MI,good
BABA,insufficient_history
MPCK.BE,good
PTL.NS,good
LINX3.SA,no_data
SKYW,good
6243.TW,good
WSU.DU,good
SXY.AX,no_data
2547.TW,good
FAM.V,good
4I1.SG,good
MV4.SI,insufficient_history
DPWA.F,good
SLED3.SA,good
WM,good
TENERGY.AT,good
PEU.SG,no_data
EUZ.SG,good
TCG.L,no_data
SMM.AX,insufficient_history
CZN.TO,no_data
AURS.PA,no_data
AB1.SG,no_data
EMD.BR,insufficient_history
AMBC,insufficient_history
BEL.NS,good
PARASPETRO.NS,good
INAP,no_data
HBOR3.SA,good
MHPC.L,good
ESNT,insufficient_history
PDVW,no_data
SKIS,no_data
FRAS3.SA,good
ABM,good
PERSISTENT.NS,insufficient_history
BLMN,insufficient_history
KKB.L,no_data
SCVL,good
IASO.AT,no_data
WSO,good
EXC.AX,no_data
CBM,no_data
ZER.AX,no_data
F3A.F,good
SCR.V,no_data
TQI.MU,good
8KMILES.NS,no_data
AJ3.DU,good
OPHR.L,no_data
LAMOSA.MX,good
NSE.AX,no_data
ETX.ST,no_data
TCAP,insufficient_history
SPLY,insufficient_history
SUP,good
MGAN.MX,insufficient_history
MCON.L,insufficient_history
ETH,insufficient_history
LOVABLE.NS,insufficient_history
IDXX,good
PHI,good
GWW,good
TGNO4.BA,good
MGLU3.SA,insufficient_history
EVD.F,good
RMG.AX,no_data
SIEB.DE,insufficient_history
TXHG,no_data
NBG6.DE,good
PEU.DU,no_data
GED.AX,good
IXX.SG,good
HDVY,good
1036.HK,good
PES.MU,good
LYK.AT,no_data
MLAMY.PA,insufficient_history
BLKG,no_data
NEU.MC,insufficient_history
LIWA,no_data
MA1.F,no_data
AUBN,good
TIN.F,no_data
6MK.DU,good
5CJ.SI,good
LXFT,no_data
2489.TW,good
MBB.F,good
BATAINDIA.NS,good
LXS.DE,good
ITT.V,no_data
INDI.L,good
KZD.V,no_data
CRU.L,good
D6H.DU,good
PPS.AX,good
GJAJ.PA,good
FME.HA,good
GCO.MC,good
TAP,good
ANKITMETAL.NS,insufficient_history
SAX.MU,insufficient_history
ASBE.L,no_data
BPOST.BR,insufficient_history
EWS.V,good
IND.L,no_data
T6I.SI,insufficient_history
KAR.V,no_data
1308.HK,insufficient_history
EXA,no_data
ERMS,good
IFP.L,no_data
IZN.V,good
WEG1.DU,no_data
RIO1.DE,good
THOMASCOTT.NS,insufficient_history
BBT,no_data
NHC,good
S41.SI,good
AGRO,insufficient_history
N2F.F,no_data
AFBG,no_data
HRG.L,insufficient_history
SMHN.DE,good
DORM,good
GMF.AT,no_data
TFI.MI,no_data
RGBP,insufficient_history
SQBG,no_data
PPRW,good
MUB.DU,good
LIN.F,good
AZEV3.SA,good
ACX.BE,good
NMG.V,no_data
CAD.L,good
SHWK.BE,no_data
HERCULES.NS,good
CDD.AX,good
BSN.BE,good
SYA.AX,good
R,good
3333.HK,good
CRB.AX,good
HMN,good
SHGT,no_data
BLT.NZ,good
0951.HK,insufficient_history
SPR.F,no_data
WFM.F,no_data
KOKUYOCMLN.NS,good
M&MFIN.NS,good
CSV.AX,no_data
ASHOKLEY.NS,good
BISI.L,good
IRE.MI,good
SMB.V,no_data
SCA.V,no_data
SYT.DU,good
ABT.TO,no_data
ANO.F,insufficient_history
H,good
P74.SI,good
EUA.L,good
ENUR.BE,good
581.SI,good
ALSAS.PA,good
AKER.OL,good
CMTV,good
IU2.DE,insufficient_history
POCHIRAJU.NS,no_data
NMS.AX,no_data
LSCC,good
MF6.DE,no_data
0973.HK,no_data
BHAGYNAGAR.NS,good
BOMK,no_data
1638.HK,good
VVC.V,good
HOFT,good
TIN.BE,no_data
MAT,good
DJI.V,no_data
SBS.BE,good
SGZ.V,good
CME,good
WLC.AX,no_data
MCTH,good
ROS.MI,no_data
SRT3.HA,good
BMT.SG,good
0663.HK,good
2360.TW,good
RSL.V,no_data
CNIC.L,no_data
GAS.MC,no_data
PROV,good
9940.TW,good
MLMII.PA,no_data
0141.HK,no_data
MTS.AX,good
SEE.L,good
HNL.L,no_data
FDEF,no_data
CLB,good
ABA.NZ,no_data
KOSS,good
MLHIN.PA,good
WEC.AX,good
DNG.TO,good
LSPP.F,no_data
TRS.V,good
RHM.MU,good
VALU,good
BFD.V,good
IBG.MC,good
UG.PA,no_data
CSBB,insufficient_history
SQNS,insufficient_history
ASB,good
COG.MX,insufficient_history
B7J.SG,no_data
JIM.L,good
ECOL,no_data
9904.TW,good
BYW.MU,good
CVCB3.SA,insufficient_history
BHT.V,no_data
BGRENERGY.NS,good
1178.HK,no_data
IX,good
RMP.L,no_data
TOTA.CO,no_data
CTM.MU,good
DIC.BE,no_data
BRI.MI,good
IFX.HA,good
NDA.SG,good
USG,insufficient_history
CRWS,good
LICHSGFIN.NS,good
VLRS,insufficient_history
ENZN,good
3576.TW,good
GEECEE.NS,good
IAG.AX,good
SVJ.SG,no_data
GPRE,good
KCOM.L,no_data
CSH.DU,good
FSZ.TO,good
LSBK,good
PLT.MI,no_data
VIV,good
B26.SI,good
BOBE,no_data
VWSA.DE,no_data
PRT.MI,good
BQE.L,insufficient_history
TIG.BR,insufficient_history
1583.TW,good
BRE2.ST,good
MYK.NZ,no_data
FLXS,good
SUM.AX,insufficient_history
BWJ.MU,good
FCCN.L,no_data
CHV.HA,insufficient_history
RIB.PA,no_data
DBAN.DU,good
OCC,good
HOLX,good
LGBBROSLTD.NS,good
VIV.V,no_data
MLP.F,good
SMID,good
NGLB.MU,good
FRI.AX,good
BBW,good
MTB.AX,good
LIO.V,good
SCE.F,good
ELD.AX,good
GCR.V,no_data
LAMM-B.ST,good
MLSBT.PA,no_data
OPXA,no_data
SASR,good
VER.L,good
TCN.AX,no_data
FTZ.AX,insufficient_history
ALD.DU,good
HAL.DE,good
SCCO,good
FCG.NZ,insufficient_history
OMGB,no_data
JKA.AX,insufficient_history
TIL.OL,no_data
DAN.MI,good
O5G.DU,good
BMG.AX,good
FTL.MI,no_data
M3B.F,no_data
6MK.F,good
CORR,no_data
NUF.AX,good
EOS.AX,good
0100.HK,no_data
GNG.V,good
SJM,good
HYDI,good
PTX,no_data
LEU,good
LHL.MU,good
NNA,no_data
OSP2.DU,no_data
MTW.L,no_data
